Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"SeCoS: Web of Things platform based on a microservices architecture and support of time-awareness","e & i Elektrotechnik und Informationstechnik","","133","3","10.1007/s00502-016-0404-z","Herwig ZeinerMichael GollerVíctor Juan Expósito JiménezFlorian SalmhoferWerner Haas","2016","http://link.springer.com/article/10.1007/s00502-016-0404-z","Article"
"Test them all, is it worth it? Assessing configuration sampling on the JHipster Web development stack","Empirical Software Engineering","","24","2","10.1007/s10664-018-9635-4","Axel HalinAlexandre NuttinckMathieu AcherXavier DevroeyGilles PerrouinBenoit Baudry","2019","http://link.springer.com/article/10.1007/s10664-018-9635-4","Article"
"Migration of existing software systems to mobile computing platforms: a systematic mapping study","Frontiers of Computer Science","","15","2","10.1007/s11704-019-8166-5","Ibrahim AlseadoonAakash AhmadAdel AlkhalilKhalid Sultan","2020","http://link.springer.com/article/10.1007/s11704-019-8166-5","Article"
"Advances in the Human Side of Service Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80840-2","Dr. Christine LeitnerWalter GanzDebra SatterfieldClara Bassano","2021","http://link.springer.com/book/10.1007/978-3-030-80840-2","Book"
"Emerging Research in Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96043-8","Dr. Miguel Botto-TobarHenry CruzAngela Díaz CadenaBenjamin Durakovic","2022","http://link.springer.com/book/10.1007/978-3-030-96043-8","Book"
"A Scalable Platform for Monitoring Data Intensive Applications","Journal of Grid Computing","","17","3","10.1007/s10723-019-09483-1","Ioan DrăganGabriel IuhaszDana Petcu","2019","http://link.springer.com/article/10.1007/s10723-019-09483-1","Article"
"Traefik for Microservices","Traefik API Gateway for Microservices","","","","10.1007/978-1-4842-6376-1_6","Rahul SharmaAkshay Mathur","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6376-1_6","Chapter"
"Information Support of Scientific Researches of Virtual Communities on the Platform of Cloud Services","Advances in Intelligent Systems and Computing III","","","","10.1007/978-3-030-01069-0_22","Kazarian ArtemRoman HoloshchukNataliia KunanetsTetiana ShestakevyshAntonii Rzheuskyi","2019","http://link.springer.com/chapter/10.1007/978-3-030-01069-0_22","Chapter"
"Risk and Complexity Assessment on the Context of Language Migration","Quality of Information and Communications Technology","","","","10.1007/978-3-030-85347-1_8","Santiago BragagnoloAbderrahmane SeriaiStéphane DucasseMustapha Derras","2021","http://link.springer.com/chapter/10.1007/978-3-030-85347-1_8","Chapter"
"Service Automation in the Public Sector","Progress in IS","","","","10.1007/978-3-030-92644-1","Assoc. Prof. Gustaf Juell-SkielseDr. Ida LindgrenDr. Maria Åkesson","2022","http://link.springer.com/book/10.1007/978-3-030-92644-1","Book"
"Mobile Web and Intelligent Information Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-83164-6","Jamal BentaharProf. Irfan AwanMuhammad YounasTor-Morten Grønli","2021","http://link.springer.com/book/10.1007/978-3-030-83164-6","Book"
"Advances in Computing and Data Sciences","Communications in Computer and Information Science","","","","10.1007/978-3-031-12638-3","Mayank SinghDr. Vipin TyagiDr. P. K. GuptaProf. Jan FlusserTuncer Ören","2022","http://link.springer.com/book/10.1007/978-3-031-12638-3","Book"
"Discovering Microservices in Enterprise Systems Using a Business Object Containment Heuristic","On the Move to Meaningful Internet Systems. OTM 2018 Conferences","","","","10.1007/978-3-030-02671-4_4","Adambarage Anuruddha Chathuranga De AlwisAlistair BarrosColin FidgeArtem Polyvyanyy","2018","http://link.springer.com/chapter/10.1007/978-3-030-02671-4_4","Chapter"
"ICWE 2021 Workshops","Communications in Computer and Information Science","","","","10.1007/978-3-030-92231-3","Maxim BakaevProf. In-Young KoMichael MrissaProf. Cesare PautassoAbhishek Srivastava","2022","http://link.springer.com/book/10.1007/978-3-030-92231-3","Book"
"Future Networks, Services and Management","","","","","10.1007/978-3-030-81961-3","Dr. Mehmet Toy","2021","http://link.springer.com/book/10.1007/978-3-030-81961-3","Book"
"CAVAS: Neutralizing Application and Container Security Vulnerabilities in the Cloud Native Era","Security and Privacy in Communication Networks","","","","10.1007/978-3-030-01701-9_26","Kennedy A. TorkuraMuhammad I. H. SukmanaFeng ChengChristoph Meinel","2018","http://link.springer.com/chapter/10.1007/978-3-030-01701-9_26","Chapter"
"Service Fabric","Microservices, IoT, and Azure","","","","10.1007/978-1-4842-1275-2_8","Bob Familiar","2015","http://link.springer.com/chapter/10.1007/978-1-4842-1275-2_8","Chapter"
"Software Architecture: Past, Present, Future","The Essence of Software Engineering","","","","10.1007/978-3-319-73897-0_10","Wilhelm Hasselbring","2018","http://link.springer.com/chapter/10.1007/978-3-319-73897-0_10","Chapter"
"API Development","API Marketplace Engineering","","","","10.1007/978-1-4842-7313-5_8","Rennay Dorasamy","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7313-5_8","Chapter"
"A Well-Rounded Engineer","Learn Rails 6","","","","10.1007/978-1-4842-6026-5_10","Adam Notodikromo","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6026-5_10","Chapter"
"Security and Privacy in Cyberspace","Blockchain Technologies","","","","10.1007/978-981-19-1960-2","Omprakash KaiwartyaKeshav KaushikSachin Kumar GuptaAshutosh MishraManoj Kumar","2022","http://link.springer.com/book/10.1007/978-981-19-1960-2","Book"
"Die digitale Transformation der Automobilindustrie","","","","","10.1007/978-3-662-62102-8","Dr. Uwe Winkelhake","2021","http://link.springer.com/book/10.1007/978-3-662-62102-8","Book"
"Terahertz Devices, Circuits and Systems","","","","","10.1007/978-981-19-4105-4","Sudipta DasAnveshkumar NellaShobhit K. Patel","2022","http://link.springer.com/book/10.1007/978-981-19-4105-4","Book"
"From Agile Development to DevOps: Going Towards Faster Releases at High Quality – Experiences from an Industrial Context","Software Quality. Complexity and Challenges of Software Engineering in Emerging Technologies","","","","10.1007/978-3-319-49421-0_3","Frank ElberzhagerTaslim ArifMatthias NaabInge SüßSener Koban","2017","http://link.springer.com/chapter/10.1007/978-3-319-49421-0_3","Chapter"
"Anomaly Detection and Diagnosis for Container-Based Microservices with Performance Monitoring","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-030-05063-4_42","Qingfeng DuTiandi XieYu He","2018","http://link.springer.com/chapter/10.1007/978-3-030-05063-4_42","Chapter"
"GranMicro: A Black-Box Based Approach for Optimizing Microservices Based Applications","From Science to Society","","","","10.1007/978-3-319-65687-8_25","Ola MustafaJorge Marx GómezMohamad HamedHergen Pargmann","2018","http://link.springer.com/chapter/10.1007/978-3-319-65687-8_25","Chapter"
"Data Teams","","","","","10.1007/978-1-4842-6228-3","Jesse Anderson","2020","http://link.springer.com/book/10.1007/978-1-4842-6228-3","Book"
"Comparison of End-to-End Testing Tools for Microservices: A Case Study","Information Technology and Systems","","","","10.1007/978-3-030-68285-9_39","Cristian Martínez HernándezAlexandra MartínezChristian Quesada-LópezMarcelo Jenkins","2021","http://link.springer.com/chapter/10.1007/978-3-030-68285-9_39","Chapter"
"Data Analytics: Predicting Software Bugs in Industrial Products","System Dependability and Analytics","","","","10.1007/978-3-031-02063-6_3","Robert HanmerVeena Mendiratta","2023","http://link.springer.com/chapter/10.1007/978-3-031-02063-6_3","Chapter"
"A Service-Oriented Framework for ETL Implementation","Progress in Artificial Intelligence","","","","10.1007/978-3-031-16474-3_52","Bruno OliveiraMário LeiteÓscar OliveiraOrlando Belo","2022","http://link.springer.com/chapter/10.1007/978-3-031-16474-3_52","Chapter"
"MicroFinTech","Palgrave Studies in Financial Services Technology","","","","10.1007/978-3-030-80394-0","Dr. Roberto Moro-Visconti","2021","http://link.springer.com/book/10.1007/978-3-030-80394-0","Book"
"The SaaS System in Question","Migrating ASP.NET Microservices to ASP.NET Core","","","","10.1007/978-1-4842-4327-5_1","Iris Classon","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4327-5_1","Chapter"
"Design-Time to Run-Time Verification of Microservices Based Applications","Software Engineering and Formal Methods","","","","10.1007/978-3-319-74781-1_12","Matteo CamilliCarlo BellettiniLorenzo Capra","2018","http://link.springer.com/chapter/10.1007/978-3-319-74781-1_12","Chapter"
"Tagungsband des 3. Kongresses Montage Handhabung Industrieroboter","","","","","10.1007/978-3-662-56714-2","Prof. Dr. Thorsten SchüppstuhlProf. Dr. Kirsten TrachtProf. Dr. Jörg Franke","2018","http://link.springer.com/book/10.1007/978-3-662-56714-2","Book"
"Interviews and Case Studies","Achieving DevOps","","","","10.1007/978-1-4842-4388-6_9","Dave HarrisonKnox Lively","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4388-6_9","Chapter"
"GIS Software Product Development Challenges in the Era of Cloud Computing","New Thinking in GIScience","","","","10.1007/978-981-19-3816-0_15","Fuxiang Frank Xia","2022","http://link.springer.com/chapter/10.1007/978-981-19-3816-0_15","Chapter"
"Online Exam Monitoring Application as Microservices","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-19-2535-1_49","Sree Pranavi GanugapatiRakshashri NatarajanAbhijnana KashyapS. SuganthiPrasad B. Honnavalli","2023","http://link.springer.com/chapter/10.1007/978-981-19-2535-1_49","Chapter"
"Using Open Source Intelligence as a Tool for Reliable Web Searching","SN Computer Science","","2","5","10.1007/s42979-021-00777-4","Bipin Kumar RaiRavi VermaShiva Tiwari","2021","http://link.springer.com/article/10.1007/s42979-021-00777-4","Article"
"Intent-Based Placement of Microservices in Computing Continuums","Future Intent-Based Networking","","","","10.1007/978-3-030-92435-5_3","Josef SpillnerJuliana Freitag BorinLuiz Fernando Bittencourt","2022","http://link.springer.com/chapter/10.1007/978-3-030-92435-5_3","Chapter"
"Design and Architecture: Patterns and Practices","Practical Microsoft Visual Studio 2015","","","","10.1007/978-1-4842-2313-0_4","Peter Ritchie","2016","http://link.springer.com/chapter/10.1007/978-1-4842-2313-0_4","Chapter"
"18. Internationales Stuttgarter Symposium","Proceedings","","","","10.1007/978-3-658-21194-3","Prof. Dr. Michael BargendeProf. Dr. Hans-Christian ReussProf. Dr. Jochen Wiedemann","2018","http://link.springer.com/book/10.1007/978-3-658-21194-3","Book"
"Designing the New Digital Innovation Environment","CIOs and the Digital Transformation","","","","10.1007/978-3-319-31026-8_9","Massimo Messina","2018","http://link.springer.com/chapter/10.1007/978-3-319-31026-8_9","Chapter"
"Issues and Challenges in Autonomic Computing and Resource Management","Autonomic Computing in Cloud Resource Management in Industry 4.0","","","","10.1007/978-3-030-71756-8_5","G. Sobers Smiles DavidT. HemanthPethuru RajP. S. Eliahim Jeevaraj","2021","http://link.springer.com/chapter/10.1007/978-3-030-71756-8_5","Chapter"
"Efficient GitHub Crawling Using the GraphQL API","Computational Science and Its Applications – ICCSA 2022 Workshops","","","","10.1007/978-3-031-10548-7_48","Adrian JobstDaniel AtzbergerTim CechWilly ScheibelMatthias TrappJürgen Döllner","2022","http://link.springer.com/chapter/10.1007/978-3-031-10548-7_48","Chapter"
"The Benefits of Using Experimental Exploration for Cloud Migration Analysis and Planning","Cloud Computing and Service Science","","","","10.1007/978-3-319-94959-8_9","Frank FowleyDivyaa Manimaran ElangoHany MagarClaus Pahl","2018","http://link.springer.com/chapter/10.1007/978-3-319-94959-8_9","Chapter"
"Software Migration and Architecture Evolution with Industrial Platforms: A Multi-case Study","Software Architecture","","","","10.1007/978-3-030-00761-4_22","Konstantinos PlakidasDaniel SchallUwe Zdun","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_22","Chapter"
"Extending  Kubernetes","","","","","10.1007/978-1-4842-7095-0","Onur Yilmaz","2021","http://link.springer.com/book/10.1007/978-1-4842-7095-0","Book"
"Implementing Microservices","Building Microservices Applications on Microsoft Azure","","","","10.1007/978-1-4842-4828-7_2","Harsh ChawlaHemant Kathuria","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4828-7_2","Chapter"
"Cloud Native Data Architecture","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_8","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_8","Chapter"
"Metric-centered and technology-independent architectural views for software comprehension","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-018-0060-6","Luis F. MendivelsoKelly GarcésRubby Casallas","2018","http://link.springer.com/article/10.1186/s40411-018-0060-6","Article"
"Introduction to Modern Monitoring","Monitoring Cloud-Native Applications","","","","10.1007/978-1-4842-6888-9_1","Mainak ChakrabortyAjit Pratap Kundan","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6888-9_1","Chapter"
"Kuksa: A Cloud-Native Architecture for Enabling Continuous Delivery in the Automotive Domain","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-35333-9_32","Ahmad BanijamaliPooyan JamshidiPasi KuvajaMarkku Oivo","2019","http://link.springer.com/chapter/10.1007/978-3-030-35333-9_32","Chapter"
"The emergence of native multi-sided platforms and their influence on incumbents","Electronic Markets","","29","4","10.1007/s12525-019-00350-1","Andreas HeinMaximilian SchreieckManuel WiescheMarkus BöhmHelmut Krcmar","2019","http://link.springer.com/article/10.1007/s12525-019-00350-1","Article"
"A Distributed Modular Scalable and Generic Framework for Parallelizing Population-Based Metaheuristics","Parallel Processing and Applied Mathematics","","","","10.1007/978-3-030-43229-4_37","Hatem KhalloofPhil OstheimerWilfried JakobShadi ShahoudClemens DuepmeierVeit Hagenmeyer","2020","http://link.springer.com/chapter/10.1007/978-3-030-43229-4_37","Chapter"
"Management digitaler Plattformen","Informationsmanagement und digitale Transformation","","","","10.1007/978-3-658-21214-8","Dr. Manuel WieschePetra SauerProf. Dr. Jürgen KrimmlingProf. Dr. Helmut Krcmar","2018","http://link.springer.com/book/10.1007/978-3-658-21214-8","Book"
"A Formal Framework for Specifying and Verifying Microservices Based Process Flows","Software Engineering and Formal Methods","","","","10.1007/978-3-319-74781-1_14","Matteo CamilliCarlo BellettiniLorenzo CapraMattia Monga","2018","http://link.springer.com/chapter/10.1007/978-3-319-74781-1_14","Chapter"
"Software Due Diligence","","","","","10.1007/978-3-662-53062-7","Dipl.-Ing. Christian Demant","2018","http://link.springer.com/book/10.1007/978-3-662-53062-7","Book"
"Scaling Development","Designing Microservices with Django","","","","10.1007/978-1-4842-5358-8_6","Akos Hochrein","2019","http://link.springer.com/chapter/10.1007/978-1-4842-5358-8_6","Chapter"
"Microservices","Spring Boot Messaging","","","","10.1007/978-1-4842-1224-0_11","Felipe Gutierrez","2017","http://link.springer.com/chapter/10.1007/978-1-4842-1224-0_11","Chapter"
